Quarter,From_category,To_category,Symbol,Value,DOT_USD
2023Q1,Ecosystem,Bug Bounty,USDC,136000,136000.0
2023Q1 Unspent,Bug Bounty SG,Bug Bounty SG,USDC,136000,136000.0
2023Q3,Ecosystem,Bug Bounty,USDC,100000,100000.0
2023Q3 Unspent,Bug Bounty SG,Bug Bounty SG,USDC,236000,236000.0
2024Q1,Ecosystem,Bug Bounty,USDC,14000,14000.0
2024Q1 Unspent,Bug Bounty SG,Bug Bounty SG,USDC,250000,250000.0
