Quarter,From_category,To_category,Symbol,Value,DOT_USD
2024Q3,Public Goods,PG Large Grants,USDC,112500.0,112500.0
2024Q3 Unspent,Large Grants Pod,Large Grants Pod,USDC,112500.0,112500.0
