"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","ParentTxFrom","ParentTxTo","ParentTxETH_Value","From","TxTo","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $3759.61769302424/Eth","Historical $Price/Eth","Status","ErrCode","Type"
"0xa0073978a8d4888429c1bd52432929311a091f244aa7c2ca69f3814529514944","20071823","1718147939","2024-06-11 23:18:59","0x70b8769b09af7447886620c20854c8b9119b5fee","0xa6b71e26c5e0845f74c812102ca7114b6a896ab2","0","0xa6b71e26c5e0845f74c812102ca7114b6a896ab2","","0xeba76c907f02ba13064edad7876fe51d9d856f62","0","0","0","3497.32","0","","create2",""
