Transaction Hash,Date,From,From_name,From_category,To,To_name,To_category,Value,DOT_USD,Symbol,Acquainted?,Thru
0xeca0a89b925bace80379b3b406ab21664262d3fb5536a3e4167c79668c097260,2022-08-14,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,90.0,174241.8,ETH,1,Direct
0xeca0a89b925bace80379b3b406ab21664262d3fb5536a3e4167c79668c097260,2022-08-14,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,333800.0,333800.0,USDC,1,Direct
0x3a6e105f98cfc710235f9f16ede0b715653c14967beada8944e99ef25ffc79d1,2022-09-22,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xde21f729137c5af1b01d73af1dc21effa2b8a0d6,Gitcoin Multisig,Gitcoin Multisig,-100000.0,-100000.0,USDC,1,Direct
0x4571c7d091b6f26285af737fb2eaa979bfe5a18c236266ef45c699e912f248a7,2022-10-27,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xe126b3e5d052f1f575828f61feba4f4f2603652a,Revoke.Cash,PG Small Grants,-1.0,-1514.35,ETH,1,Direct
0x4571c7d091b6f26285af737fb2eaa979bfe5a18c236266ef45c699e912f248a7,2022-10-27,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x627f84bb4bba3333f253f09fe22a445f195bcf34,KarmaHQ,PG Small Grants,-1.0,-1514.35,ETH,1,Direct
0x4571c7d091b6f26285af737fb2eaa979bfe5a18c236266ef45c699e912f248a7,2022-10-27,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x554ab37f4662a76a8e0533af6c64a6c6b1e20a79,nabsku.eth,PG Small Grants,-1.0,-1514.35,ETH,1,Direct
0x4571c7d091b6f26285af737fb2eaa979bfe5a18c236266ef45c699e912f248a7,2022-10-27,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x29a82e07b96c405ac99a8023f767d2971546de70,serenae.eth,PG Small Grants,-1.0,-1514.35,ETH,1,Direct
0x4571c7d091b6f26285af737fb2eaa979bfe5a18c236266ef45c699e912f248a7,2022-10-27,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xc9c022fcfebe730710ae93ca9247c5ec9d9236d0,frolic.eth,PG Small Grants,-1.0,-1514.35,ETH,1,Direct
0xf0dc5a2bd8745c24d998c111610c8a6d297318fb79ed00053ed2055489a2a9ef,2022-11-08,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xc9c022fcfebe730710ae93ca9247c5ec9d9236d0,frolic.eth,PG Small Grants,-1.0,-1334.22,ETH,1,Direct
0xf0dc5a2bd8745c24d998c111610c8a6d297318fb79ed00053ed2055489a2a9ef,2022-11-08,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x179a862703a4adfb29896552df9e307980d19285,gregskril.eth,PG Small Grants,-1.0,-1334.22,ETH,1,Direct
0xf0dc5a2bd8745c24d998c111610c8a6d297318fb79ed00053ed2055489a2a9ef,2022-11-08,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xc609ed8bd4384b0822267c9fe4ac04f768fee0ca,yeeteezy.eth,PG Small Grants,-1.0,-1334.22,ETH,1,Direct
0xf0dc5a2bd8745c24d998c111610c8a6d297318fb79ed00053ed2055489a2a9ef,2022-11-08,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,stevegachau.eth,PG Small Grants,-1.0,-1334.22,ETH,1,Direct
