"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","ParentTxFrom","ParentTxTo","ParentTxETH_Value","From","TxTo","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $2614.31453552289/Eth","Historical $Price/Eth","Status","ErrCode","Type","PrivateNote"
"0xe99c74220380fd2fc83fce4b9522542c42e02929cdd62e8bd662767e7afeba2f","17779338","1690399655","2023-07-26 19:27:35","0x70b8769b09af7447886620c20854c8b9119b5fee","0xa6b71e26c5e0845f74c812102ca7114b6a896ab2","0","0xa6b71e26c5e0845f74c812102ca7114b6a896ab2","","0x13aee52c1c688d3554a15556c5353cb0c3696ea2","0","0","0","1871.94","0","","create2",""
