Transaction Hash,Date,From,From_name,From_category,To,To_name,To_category,Value,DOT_USD,Symbol,Acquainted?,Thru,Quarter
0xa104b4299c8407c8be83dc757a3cdb6c4e3769b26014b7f3f0b45bcd5ecf5ac3,2023-09-30,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211,coltron.eth,Salaries,4300.0,4300.0,USDC,1,Direct,2023Q3
0xa104b4299c8407c8be83dc757a3cdb6c4e3769b26014b7f3f0b45bcd5ecf5ac3,2023-09-30,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xa7860e99e3ce0752d1ac53b974e309fff80277c6,limes.eth,Salaries,5500.0,5500.0,USDC,1,Direct,2023Q3
0xa104b4299c8407c8be83dc757a3cdb6c4e3769b26014b7f3f0b45bcd5ecf5ac3,2023-09-30,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xa7860e99e3ce0752d1ac53b974e309fff80277c6,limes.eth,Salaries,3000.0,3000.0,USDC,1,Direct,2023Q3
0xa104b4299c8407c8be83dc757a3cdb6c4e3769b26014b7f3f0b45bcd5ecf5ac3,2023-09-30,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xb9a0fb254aea7bcec79c7bd8052dcd902a5388ff,slobo.eth,Salaries,6500.0,6500.0,USDC,1,Direct,2023Q3
0xa104b4299c8407c8be83dc757a3cdb6c4e3769b26014b7f3f0b45bcd5ecf5ac3,2023-09-30,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xc28de09ad1a20737b92834943558ddfcc88d020d,184.eth,Salaries,3000.0,3000.0,USDC,1,Direct,2023Q3
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0x7024e5e2241ee7c6d09048547a410a3c4294b884,katherineykwu.eth,$ENS Vesting,1000.0,9729.68,ENS,1,Direct,2023Q3
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xa1455e19c297b9a0a0e894208d041ad40cc5c23d,yambo.eth,$ENS Vesting,100.0,972.97,ENS,1,Direct,2023Q3
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xa8c1193bd37a0442f0c0c7bf19558a8eaa130497,limes.eth,$ENS Vesting,850.0,8270.22,ENS,1,Direct,2023Q3
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6,simona.eth,$ENS Vesting,500.0,4864.84,ENS,1,Direct,2023Q3
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0x1d921dff757610fbdb0073479e12c0a07d382677,vegayp.eth,$ENS Vesting,500.0,4864.84,ENS,1,Direct,2023Q3
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xb9a0fb254aea7bcec79c7bd8052dcd902a5388ff,slobo.eth,$ENS Vesting,1500.0,14594.51,ENS,1,Direct,2023Q3
0x5726364f03d49b1f7c7bfb6c509298c1c08cb4d32ba848105e300be6c971b7aa,2023-07-14,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211,coltron.eth,$ENS Vesting,1750.0,17026.93,ENS,1,Direct,2023Q3
0xe782ccd50068dc4e773fd4277761e55b95314142b6a5b043938adb7297525fde,2023-07-12,0x83dd97a584c4ad50015f7aa6b48bf4970a056d8f,Metagov,Metagov,0x58e6c7ab55aa9012eacca16d1ed4c15795669e1c,Karpatkey,Endowment Fees,9.9,18531.414,ETH,1,Endowment Fees Pod,2023Q3
0xcdbb3b37a02ce52e237d3654bdf6d740a6b72f05c15fccea87834228f872ce58,2023-08-16,0x83dd97a584c4ad50015f7aa6b48bf4970a056d8f,Metagov,Metagov,0x58e6c7ab55aa9012eacca16d1ed4c15795669e1c,Karpatkey,Endowment Fees,11.13,20097.2184,ETH,1,Endowment Fees Pod,2023Q3
0xa12febbb45fc7e25a40855064d158089d328c98f5fcd84fca537b90dc78dbf52,2023-09-27,0x83dd97a584c4ad50015f7aa6b48bf4970a056d8f,Metagov,Metagov,0x58e6c7ab55aa9012eacca16d1ed4c15795669e1c,Karpatkey,Endowment Fees,12.8,20450.944000000003,ETH,1,Endowment Fees Pod,2023Q3
0x08abae2b6f0f9c6500059cf11a40d869e755119d571357e49682202f631101f1,2023-07-10,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xd152f549545093347a162dce210e7293f1452150,Disperse.app,Delegate Gas Ref.,5.35,10061.6915,ETH,1,Direct,2023Q3
0x7a7f4a20f12b88cfeae5bc508329987ea7f25e9e19ec54e94f27ae28e4ae30d1,2023-07-10,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xd152f549545093347a162dce210e7293f1452150,Disperse.app,Delegate Gas Ref.,1.55,2915.0695,ETH,1,Direct,2023Q3
0x28b31efeb4887d67c501e64099e7e8b8c315063b4c732bb52360ceaabe87518e,2023-07-12,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xd152f549545093347a162dce210e7293f1452150,Disperse.app,Delegate Gas Ref.,1.925,3603.3305,ETH,1,Direct,2023Q3
0xfa7cc03926a9d8ac718083cb79377ff79c3aa379255ca7b7b345284c4d27ca28,2023-07-26,0x8f730f4ac5fd234df9993e0e317f07e44fb869c1,Metagov,Metagov,0x412ef2021b33941e4f3bdeef73310fa57e6c96c9,orcaprotocol.eth,DAO Tooling,1000.0,9158.16,ENS,1,DAO Tooling Pod,2023Q3
0x5e3d2d76377fdcd3045f9415e8002e1e578cf955fa9913e45cea0b68420663d7,2023-08-30,0x8f730f4ac5fd234df9993e0e317f07e44fb869c1,Metagov,Metagov,0x4117947f402f80528b46cba0fe3f6394fa8a436d,0x411794,DAO Tooling,5000.0,5000.0,USDC,1,DAO Tooling Pod,2023Q3
0xded3748ca5c221570e41ead6c72c5b4e62c75aac56d5686199f64aaf664ad5d7,2023-07-25,0x9008d19f58aabd9ed0d60971565aa8510560ab41,CoW Swap,CoW Swap,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,185545.094186,185545.094186,USDC,1,Direct,2023Q3
0x0290ea1051f232095124d19f7f818bea74494792edcd0bfa18e9c5be1731b5f6,2023-07-25,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,UniSwap,UniSwap,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,102408.492634,102408.492634,USDC,1,Direct,2023Q3
DAO Wallet,2023-12-31,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,1.0,1.0,Plchld,Plchld,,2023Q4
Ecosystem,2023-12-31,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2023Q4
Metagov,2023-12-31,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2023Q4
Public Goods,2023-12-31,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2023Q4
Community WG,2023-12-31,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2023Q4
Providers,2023-12-31,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2023Q4
Interquarter,2023-12-31,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,10006035.596630149,97667533.47999999,ENS,1,Direct,2023Q4
Interquarter,2023-12-31,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,3935.972160099969,17899441.54569401,ETH,1,Direct,2023Q4
Interquarter,2023-12-31,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,11545169.14751,11545169.14751,USDC,1,Direct,2023Q4
0xa45d774dec3398898af6031ef3da1cade73f7d293410a711a31fab9d22f67189,2023-12-11,0x253553366da8546fc250f225fe3d25d0c782303b,New Registrar,New Registrar,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,1705.224398769236,3792589.5853026574,ETH,1,Direct,2023Q4
0x49d27ef94d1296697708a24498e836f742ef741399e7e1a85d0d192242910a01,2023-12-29,0x253553366da8546fc250f225fe3d25d0c782303b,New Registrar,New Registrar,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,290.09820016961,667121.4250380419,ETH,1,Direct,2023Q4
0x8f858d0dfd4da34c49ad1b3ab0e632513dda4df9f1e12d174eab01c40763142f,2023-10-07,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x4f2083f5fbede34c2714affb3105539775f7fe64,Endowment,Endowment,16000.0,26154240.0,ETH,1,Direct,2023Q4
0x357f99e5766993de99efaa29c15a2cebc9e42470fb5f22e43ddb617ea01314e5,2023-10-06,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x690f0581ececcf8389c223170778cd9d029606f2,ENS Labs,ENS Labs,335314.817664,335314.817664,USDC,1,Direct,2023Q4
0x8d7d5fb2cb7eb69428ef81c07fec2eb0658ce0f803b50a3cd9060d45b9f36dcc,2023-11-02,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x690f0581ececcf8389c223170778cd9d029606f2,ENS Labs,ENS Labs,310083.470136,310083.470136,USDC,1,Direct,2023Q4
0x6dc1620502d74a9098564c331b6f868a8f5abeccad057e11c0dd18d4b496b5d3,2023-12-15,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x690f0581ececcf8389c223170778cd9d029606f2,ENS Labs,ENS Labs,494752.911792,494752.911792,USDC,1,Direct,2023Q4
Interquarter,2023-12-31,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,26936.0,506241.68,ENS,1,Direct,2023Q4
Interquarter,2023-12-31,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,206.7612471904328,347008.737870313,ETH,1,Direct,2023Q4
Interquarter,2023-12-31,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,968105.5717329998,968105.5717329998,USDC,1,Direct,2023Q4
0x7eadcd845362e160fa4a6f1918132c1b2c918fdb25e81cc3358ca11ef8daa1fe,2023-11-20,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,409000.0,409000.0,USDC,1,Direct,2023Q4
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x60dbf50076206f60bcc2edf9295f5734561b8d77,estmcmxci.eth,$ENS Distribution,1000.0,8560.0,ENS,1,Direct,2023Q4
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x905296ed6411d92165349b468ca838d83fe96ae4,sefu.eth,$ENS Distribution,1000.0,8560.0,ENS,1,Direct,2023Q4
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xb352bb4e2a4f27683435f153a259f1b207218b1b,ETHLimo,$ENS Distribution,1000.0,8560.0,ENS,1,Direct,2023Q4
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x8b1f85a93ac6e4f62695ea8ef2410d248605feff,premm.eth,$ENS Distribution,1000.0,8560.0,ENS,1,Direct,2023Q4
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x2ac6a3561a43f06d62602ef9728c2b9eec393326,1w3.eth,$ENS Distribution,1000.0,8560.0,ENS,1,Direct,2023Q4
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x59ad62fe873409969ac636ec38edd000411b0847,ipns.eth,$ENS Distribution,1000.0,8560.0,ENS,1,Direct,2023Q4
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xac50ce326de14ddf9b7e9611cd2f33a1af8ac039,ENSTools,$ENS Distribution,1000.0,8560.0,ENS,1,Direct,2023Q4
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x546b9ac9a6c0a7e50caa189f021b1ccc676e1d7e,EVM Gateway,$ENS Distribution,1000.0,8560.0,ENS,1,Direct,2023Q4
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,stevegachau.eth,$ENS Distribution,1000.0,8560.0,ENS,1,Direct,2023Q4
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x090295882a6c69a79d9b293124fdd7dc9e181013,Onthis,$ENS Distribution,1000.0,8560.0,ENS,1,Direct,2023Q4
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xc9c022fcfebe730710ae93ca9247c5ec9d9236d0,frolic.eth,$ENS Distribution,1000.0,8560.0,ENS,1,Direct,2023Q4
0x6639b944a5e0aff23fbc5da37201dddd6ddb28b500ac67cd525234e8430e58a0,2023-10-26,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x905296ed6411d92165349b468ca838d83fe96ae4,sefu.eth,Eco. Grants,10000.0,10000.0,USDC,1,Direct,2023Q4
0x21385ecdb68b8537cdda132020c4aef0a85afe4aab6783d1c58684907b7d5031,2023-10-26,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xc9c022fcfebe730710ae93ca9247c5ec9d9236d0,frolic.eth,Eco. Grants,10000.0,10000.0,USDC,1,Direct,2023Q4
0x333b3e82d7a218b8830f4b1f186008cf71dbe13baeba2e91f46076e0c6d5b402,2023-12-11,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,stevegachau.eth,Eco. Grants,10000.0,10000.0,USDC,1,Direct,2023Q4
0x333b3e82d7a218b8830f4b1f186008cf71dbe13baeba2e91f46076e0c6d5b402,2023-12-11,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x090295882a6c69a79d9b293124fdd7dc9e181013,Onthis,Eco. Grants,10000.0,10000.0,USDC,1,Direct,2023Q4
0x333b3e82d7a218b8830f4b1f186008cf71dbe13baeba2e91f46076e0c6d5b402,2023-12-11,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x546b9ac9a6c0a7e50caa189f021b1ccc676e1d7e,EVM Gateway,Eco. Grants,10000.0,10000.0,USDC,1,Direct,2023Q4
0x333b3e82d7a218b8830f4b1f186008cf71dbe13baeba2e91f46076e0c6d5b402,2023-12-11,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x2ac6a3561a43f06d62602ef9728c2b9eec393326,1w3.eth,Eco. Grants,10000.0,10000.0,USDC,1,Direct,2023Q4
0x333b3e82d7a218b8830f4b1f186008cf71dbe13baeba2e91f46076e0c6d5b402,2023-12-11,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xac50ce326de14ddf9b7e9611cd2f33a1af8ac039,ENSTools,Eco. Grants,10000.0,10000.0,USDC,1,Direct,2023Q4
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,stevegachau.eth,Eco. Small Grants,0.7,1454.964,ETH,1,Direct,2023Q4
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x2ac6a3561a43f06d62602ef9728c2b9eec393326,1w3.eth,Eco. Small Grants,3.0,6235.56,ETH,1,Direct,2023Q4
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x8b1f85a93ac6e4f62695ea8ef2410d248605feff,premm.eth,Eco. Small Grants,0.7,1454.964,ETH,1,Direct,2023Q4
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x6ea869b6870dd98552b0c7e47da90702a436358b,wayback-machine.eth,Eco. Small Grants,5.0,10392.6,ETH,1,Direct,2023Q4
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xa74fc66e75f883ee8e60e287335436ca8e6a303c,superteamdao.eth,Eco. Small Grants,0.7,1454.964,ETH,1,Direct,2023Q4
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x459efd5f53b4bb04b278925754fd427783831bc5,web3newsletters.eth,Eco. Small Grants,0.7,1454.964,ETH,1,Direct,2023Q4
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x4dc96aad2daa3f84066f3a00ec41fd1e88c8865a,Namehash,Eco. Small Grants,0.7,1454.964,ETH,1,Direct,2023Q4
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x59ad62fe873409969ac636ec38edd000411b0847,ipns.eth,Eco. Small Grants,0.7,1454.964,ETH,1,Direct,2023Q4
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x102ef2536ef4cb29231fbadbb89c29f0db936231,nycmobile.eth,Eco. Small Grants,0.7,1454.964,ETH,1,Direct,2023Q4
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x035ebd096afa6b98372494c7f08f3402324117d3,thecap.eth,Eco. Small Grants,2.0,4157.04,ETH,1,Direct,2023Q4
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x51050ec063d393217b436747617ad1c2285aeeee,raffy.eth,Eco. Small Grants,2.0,4404.66,ETH,1,Direct,2023Q4
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x035ebd096afa6b98372494c7f08f3402324117d3,thecap.eth,Eco. Small Grants,2.0,4404.66,ETH,1,Direct,2023Q4
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x8b1f85a93ac6e4f62695ea8ef2410d248605feff,premm.eth,Eco. Small Grants,2.0,4404.66,ETH,1,Direct,2023Q4
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x2ac6a3561a43f06d62602ef9728c2b9eec393326,1w3.eth,Eco. Small Grants,5.0,11011.65,ETH,1,Direct,2023Q4
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xa74fc66e75f883ee8e60e287335436ca8e6a303c,superteamdao.eth,Eco. Small Grants,0.7,1541.631,ETH,1,Direct,2023Q4
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x47c10b0491a138ddae6ccfa26f17adcfca299753,ipns.eth,Eco. Small Grants,3.0,6606.99,ETH,1,Direct,2023Q4
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xbe86ad13bc8906b5fa41b6b60e949df8d23dde11,maxi.eth,Eco. Small Grants,0.7,1541.631,ETH,1,Direct,2023Q4
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x4dc96aad2daa3f84066f3a00ec41fd1e88c8865a,Namehash,Eco. Small Grants,0.7,1541.631,ETH,1,Direct,2023Q4
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xeed28010b97ec007dce8da01970dd60dab771bd8,enspoker.eth,Eco. Small Grants,0.7,1541.631,ETH,1,Direct,2023Q4
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x6ea869b6870dd98552b0c7e47da90702a436358b,wayback-machine.eth,Eco. Small Grants,0.7,1541.631,ETH,1,Direct,2023Q4
0x6629454d3365f2f6717dce07ab79a423c544a842436cba5c9f846227e40424df,2023-10-17,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x1ba8603da702602a8657980e825a6daa03dee93a,premm.eth,Fellowship,99.0,99.0,USDC,1,Direct,2023Q4
0xb07500c4d7dcfce1924db68324f103dccd7be6273ad4fabc87dc0e0e8910e5ad,2023-10-20,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x1ba8603da702602a8657980e825a6daa03dee93a,premm.eth,Fellowship,59900.0,59900.0,USDC,1,Direct,2023Q4
0x244cd5110592def9acaae8ef17c67ae1434db364a63a3a4d05679a7a03bb9832,2023-12-27,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xf540fdfa0a08303c918ad383251ce8c48c42c39a,ENS Fairy,ENS Fairy,2.0,4760.68,ETH,1,Direct,2023Q4
0x896b460c1f3300cf0eca9531c99ecf925a9103933cf5cd66d513ad1a27818618,2023-12-27,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x481f50a5bdccc0bc4322c4dca04301433ded50f0,ENS Fairy,ENS Fairy,10.0,23803.4,ETH,1,Direct,2023Q4
0x84a754336be04fdc18e000fbc548eab99b320a7e2bb4fe9160e1f72c3023002c,2023-11-23,0x536013c57daf01d78e8a70cad1b1abada9411819,Ecosystem,Ecosystem,0x18968e746d8516bd8020262f149c0b814f8a2ab1,coltron.eth,IRL,4000.0,4000.0,USDC,1,IRL SG,2023Q4
0x48aa268416c0c90b3f78144be242c7804d40190cad09ea3bd0560d5b7ff5b177,2023-11-23,0x536013c57daf01d78e8a70cad1b1abada9411819,Ecosystem,Ecosystem,0x205e6604439b0aa0a6ecf5994e1bf664713eba94,0x205e66,IRL,1.217012866260022,2510.2472483339093,ETH,1,IRL SG,2023Q4
0xda6f3188f14d6ee135bcf0a78eb4cf38c8d1921e92b5c395c8a5acbeb2580561,2023-11-30,0x536013c57daf01d78e8a70cad1b1abada9411819,Ecosystem,Ecosystem,0xc28de09ad1a20737b92834943558ddfcc88d020d,184.eth,IRL,2000.0,2000.0,USDC,1,IRL SG,2023Q4
0x26b474ccde99b7d6e7ac84eec0c97ef7dc1eed8823d4ce0195e3c2c7518db91c,2023-12-06,0x536013c57daf01d78e8a70cad1b1abada9411819,Ecosystem,Ecosystem,0x8da48e5846c06b558970acd42edc7da8799481e4,hidayath.eth,IRL,6646.15,6646.15,USDC,1,IRL SG,2023Q4
0xbbc121342145717e8aa8b7466f67fbc1e9baa04a3bde32e8e1e12d339c794c07,2023-12-28,0x536013c57daf01d78e8a70cad1b1abada9411819,Ecosystem,Ecosystem,0x367a0a9787d730436a3351fa2d3ffebf7b86e682,0x367a0a,IRL,178.16,178.16,USDC,1,IRL SG,2023Q4
0xdfe45f12066aae893dbae1405d68205c3d5ec21039b633726a71f2c6332931b6,2023-10-05,0x69a79128462853833e22bba1a43bcdac4725761b,Ecosystem,Ecosystem,0xb9dd57b4f573b6fd4b63666c76504a696ab319b0,nameart.eth,Support,2333.0,2333.0,USDC,1,Support SG,2023Q4
0xbaa9a21e5dba65f5b58b8dd82f137a049e2372df5c890857ed0c3781e992789a,2023-10-05,0x69a79128462853833e22bba1a43bcdac4725761b,Ecosystem,Ecosystem,0x11725b126ff9e4279e4f645c87736a501aa0eb1a,Discord Support,Support,1500.0,1500.0,USDC,1,Support SG,2023Q4
0x6c6241f841f28f20adab2448f3481fff41a3259ea9f505e7544526888db457c7,2023-10-31,0x69a79128462853833e22bba1a43bcdac4725761b,Ecosystem,Ecosystem,0x367a0a9787d730436a3351fa2d3ffebf7b86e682,0x367a0a,Support,1500.0,1500.0,USDC,1,Support SG,2023Q4
0x6c6241f841f28f20adab2448f3481fff41a3259ea9f505e7544526888db457c7,2023-10-31,0x69a79128462853833e22bba1a43bcdac4725761b,Ecosystem,Ecosystem,0x11725b126ff9e4279e4f645c87736a501aa0eb1a,Discord Support,Support,1500.0,1500.0,USDC,1,Support SG,2023Q4
